USER           PID  PPID NAME                        ARGS                       
root           813     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           814     2 [kverityd]                  [kverityd]
root           815     2 [kverityd]                  [kverityd]
root           816     2 [bioset]                    [bioset]
root           817     2 [loop18]                    [loop18]
root           818     2 [bioset]                    [bioset]
root           819     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           820     2 [bioset]                    [bioset]
root           821     2 [kverityd]                  [kverityd]
root           822     2 [bioset]                    [bioset]
root           823     2 [loop19]                    [loop19]
root           824     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           825     2 [bioset]                    [bioset]
root           826     2 [kverityd]                  [kverityd]
root           827     2 [bioset]                    [bioset]
root           828     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           829     2 [loop20]                    [loop20]
root           830     2 [bioset]                    [bioset]
root           831     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           832     2 [kverityd]                  [kverityd]
root           833     2 [bioset]                    [bioset]
root           834     2 [loop21]                    [loop21]
root           835     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           836     2 [bioset]                    [bioset]
root           837     2 [kverityd]                  [kverityd]
root           838     2 [bioset]                    [bioset]
root           839     2 [loop22]                    [loop22]
root           840     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           841     2 [loop23]                    [loop23]
root           842     2 [loop24]                    [loop24]
root           843     2 [bioset]                    [bioset]
root           844     2 [kverityd]                  [kverityd]
root           845     2 [bioset]                    [bioset]
root           846     2 [loop25]                    [loop25]
root           847     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           848     2 [bioset]                    [bioset]
root           849     2 [loop26]                    [loop26]
root           850     2 [bioset]                    [bioset]
root           851     2 [bioset]                    [bioset]
root           852     2 [kverityd]                  [kverityd]
root           853     2 [kverityd]                  [kverityd]
root           854     2 [bioset]                    [bioset]
root           855     2 [kverityd]                  [kverityd]
root           856     2 [bioset]                    [bioset]
root           857     2 [bioset]                    [bioset]
root           858     2 [bioset]                    [bioset]
root           859     2 [kverityd]                  [kverityd]
root           860     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           861     2 [loop27]                    [loop27]
root           862     2 [loop28]                    [loop28]
root           863     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           864     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           865     2 [bioset]                    [bioset]
root           866     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           867     2 [loop29]                    [loop29]
root           868     2 [bioset]                    [bioset]
root           869     2 [kverityd]                  [kverityd]
root           870     2 [bioset]                    [bioset]
root           871     2 [bioset]                    [bioset]
root           872     2 [loop30]                    [loop30]
root           873     2 [kverityd]                  [kverityd]
root           874     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           875     2 [loop31]                    [loop31]
root           876     2 [bioset]                    [bioset]
root           877     2 [bioset]                    [bioset]
root           878     2 [bioset]                    [bioset]
root           879     2 [kverityd]                  [kverityd]
root           880     2 [kverityd]                  [kverityd]
root           881     2 [bioset]                    [bioset]
root           882     2 [bioset]                    [bioset]
root           883     2 [bioset]                    [bioset]
root           884     2 [kverityd]                  [kverityd]
root           885     2 [bioset]                    [bioset]
root           886     2 [loop32]                    [loop32]
root           887     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           888     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           889     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           890     2 [bioset]                    [bioset]
root           891     2 [kverityd]                  [kverityd]
root           892     2 [bioset]                    [bioset]
root           893     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           894     2 [loop33]                    [loop33]
root           895     2 [loop34]                    [loop34]
root           896     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           897     2 [loop35]                    [loop35]
root           898     2 [bioset]                    [bioset]
root           899     2 [kverityd]                  [kverityd]
root           900     2 [bioset]                    [bioset]
root           901     2 [bioset]                    [bioset]
root           902     2 [kverityd]                  [kverityd]
root           903     2 [bioset]                    [bioset]
root           904     2 [bioset]                    [bioset]
root           905     2 [kverityd]                  [kverityd]
root           906     2 [bioset]                    [bioset]
root           907     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           908     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           909     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           910     2 [bioset]                    [bioset]
root           911     2 [kverityd]                  [kverityd]
root           912     2 [bioset]                    [bioset]
root           913     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           931     1 magiskd                     magiskd
wifi           951     1 wpa_supplicant              wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
u0_a159        960 32752 com.android.systemui        com.android.systemui
webview_zygote 1055 3084 webview_zygote              webview_zygote
network_stack 1072 32752 com.android.networkstack.process com.android.networkstack.process
bluetooth     1088 32752 com.android.bluetooth       com.android.bluetooth
system        1097 32752 org.lineageos.pocketmode    org.lineageos.pocketmode
system        1111 32752 org.lineageos.dirac.gef     org.lineageos.dirac.gef
radio         1117 32752 com.qualcomm.qti.telephonyservice com.qualcomm.qti.telephonyservice
u0_a154       1126 32752 org.codeaurora.ims          org.codeaurora.ims
secure_element 1147 32752 com.android.se             com.android.se
u0_a121       1150 32752 .qtidataservices            .qtidataservices
radio         1166 32752 com.android.phone           com.android.phone
u0_a152       1230 32752 com.android.launcher3       com.android.launcher3
u0_a188       1256 32752 com.android.permissioncontroller com.android.permissioncontroller
u0_a185       1315 32752 com.android.cellbroadcastreceiver.module com.android.cellbroadcastreceiver.module
u0_a163       1332 32752 com.android.smspush         com.android.smspush
u0_a153       1434 32752 com.android.carrierconfig   com.android.carrierconfig
u0_a86        1490 32752 android.process.acore       android.process.acore
lmkd          1561     1 lmkd                        lmkd
u0_a190       1563 32752 android.ext.services        android.ext.services
u0_a134       1579 32752 com.qualcomm.qti.poweroffalarm com.qualcomm.qti.poweroffalarm
system        1611 32752 org.lineageos.settings.device org.lineageos.settings.device
radio         1613 32752 com.qualcomm.qcrilmsgtunnel com.qualcomm.qcrilmsgtunnel
root          1637     2 [irq/17-1436400.]           [irq/17-1436400.]
root          1638     2 [irq/18-114a000.]           [irq/18-114a000.]
nfc           1650 32752 com.android.nfc             com.android.nfc
system        1663 32752 org.lineageos.settings.doze org.lineageos.settings.doze
u0_a151       1679 32752 org.lineageos.audiofx       org.lineageos.audiofx
u0_a117       1683 32752 com.android.printspooler    com.android.printspooler
u0_a173       1699 32752 com.android.providers.media.module com.android.providers.media.module
root          1729     2 [ipa_interrupt_w]           [ipa_interrupt_w]
root          1730     2 [ipawq36]                   [ipawq36]
root          1731     2 [iparepwq36]                [iparepwq36]
u0_a132       1735 32752 com.android.deskclock       com.android.deskclock
root          1736     2 [ipawq33]                   [ipawq33]
root          1737     2 [iparepwq33]                [iparepwq33]
root          1738     2 [ipawq32]                   [ipawq32]
root          1739     2 [iparepwq32]                [iparepwq32]
root          1741     2 [ipa_ut_dbgfs]              [ipa_ut_dbgfs]
root          1742     2 [ipa_A7_svc]                [ipa_A7_svc]
root          1743     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          1745     2 [clnt_req]                  [clnt_req]
root          1746     2 [clnt_req]                  [clnt_req]
root          1748     2 [clnt_resp]                 [clnt_resp]
u0_a135       1764 32752 org.lineageos.twelve        org.lineageos.twelve
system        1777 32752 com.android.keychain        com.android.keychain
u0_a164       1819 32752 org.lineageos.settingsconfig org.lineageos.settingsconfig
u0_a155       1887 32752 org.protonaosp.deviceconfig org.protonaosp.deviceconfig
system        1909 32752 org.lineageos.lineageparts  org.lineageos.lineageparts
root          1929     2 [kworker/0:4]               [kworker/0:4]
u0_a172       1931 32752 com.android.photopicker     com.android.photopicker
u0_a98        1949 32752 com.android.externalstorage com.android.externalstorage
u0_a89        1960 32752 android.process.media       android.process.media
u0_a126       1981 32752 com.android.imsserviceentitlement com.android.imsserviceentitlement
u0_a190       2001 32752 .adservices                 .adservices
u0_a101       2015 32752 com.android.devicediagnostics com.android.devicediagnostics
system        2033 32752 com.android.dynsystem       com.android.dynsystem
u0_a175       2048 32752 com.android.federatedcompute.services com.android.federatedcompute.services
system        2058 32752 com.android.dynsystem:dynsystem com.android.dynsystem:dynsystem
system        2077 32752 system:ui                   system:ui
u0_a176       2089 32752 com.android.healthconnect.controller com.android.healthconnect.controller
u0_a123       2109 32752 com.android.hotwordenrollment.okgoogle com.android.hotwordenrollment.okgoogle
u0_a124       2129 32752 com.android.hotwordenrollment.xgoogle com.android.hotwordenrollment.xgoogle
u0_a136       2143 32752 com.android.inputmethod.latin com.android.inputmethod.latin
u0_a92        2156 32752 com.android.managedprovisioning com.android.managedprovisioning
u0_a174       2170 32752 com.android.ondevicepersonalization.services com.android.ondevicepersonalization.services
u0_a90        2182 32752 com.android.packageinstaller com.android.packageinstaller
u0_a103       2194 32752 com.android.providers.calendar com.android.providers.calendar
u0_a189       2209 32752 com.android.rkpdapp         com.android.rkpdapp
shell         2223 32752 com.android.shell           com.android.shell
u0_a93        2240 32752 com.android.statementservice com.android.statementservice
u0_a142       2253 32752 org.calyxos.backup.contacts org.calyxos.backup.contacts
u0_a156       2269 32752 org.lineageos.updater       org.lineageos.updater
u0_a197       2283 32752 com.aurora.store            com.aurora.store
system        2300 32752 com.android.localtransport  com.android.localtransport
u0_a150       2341 32752 com.stevesoltys.seedvault   com.stevesoltys.seedvault
u0_a192       2457 32752 com.offsec.nethunter        com.offsec.nethunter
u0_a198       2470 32752 org.fdroid.fdroid           org.fdroid.fdroid
u0_a130       2776 32752 org.lineageos.glimpse       org.lineageos.glimpse
u0_a191       2789 32752 com.topjohnwu.magisk        com.topjohnwu.magisk
u0_a191       2811  2789 su                          su --mount-master
root          2818   931 libbusybox.so               libbusybox.so sh
root          2822  2818 com.topjohnwu.magisk:root:0 com.topjohnwu.magisk:root:0
u0_a193       3020 32752 com.offsec.nhterm           com.offsec.nhterm
system        3055     1 time_daemon                 time_daemon
radio         3056     1 ipacm                       ipacm
root          3080     1 netd                        netd
statsd        3082     1 statsd                      statsd
root          3084     1 zygote                      zygote
root          3085     2 [f_mtp]                     [f_mtp]
root          3086     2 [at_usb0]                   [at_usb0]
root          3087     2 [at_usb1]                   [at_usb1]
root          3088     2 [at_usb2]                   [at_usb2]
root          3089     2 [rmnet_ctrl]                [rmnet_ctrl]
root          3090     2 [dpl_ctrl]                  [dpl_ctrl]
root          3091     2 [qdss]                      [qdss]
root          3092     2 [qdss_mdm]                  [qdss_mdm]
root          3094     2 [qdss_sw]                   [qdss_sw]
root          3184     2 [lpass_IPCRTR]              [lpass_IPCRTR]
root          3185     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3186     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3188     2 [cdsp_IPCRTR]               [cdsp_IPCRTR]
root          3189     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3190     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3191     2 [msm_slim_qmi_cl]           [msm_slim_qmi_cl]
root          3192     2 [msm_slim_qmi_cl]           [msm_slim_qmi_cl]
root          3193     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3194     2 [qmi_hndl0000000]           [qmi_hndl0000000]
audioserver   3196     1 android.hardware.audio.service android.hardware.audio.service
root          3197     2 [irq/205-arm-smm]           [irq/205-arm-smm]
system        3198     1 android.hidl.allocator@1.0-service android.hidl.allocator@1.0-service
bluetooth     3199     1 android.hardware.bluetooth@1.0-service-qti android.hardware.bluetooth@1.0-service-qti
cameraserver  3200     1 android.hardware.camera.provider@2.4-service android.hardware.camera.provider@2.4-service
root          3201     2 [irq/206-arm-smm]           [irq/206-arm-smm]
media         3202     1 android.hardware.cas@1.2-service android.hardware.cas@1.2-service
media         3203     1 android.hardware.drm-service.clearkey android.hardware.drm-service.clearkey
media         3204     1 android.hardware.drm@1.3-service.widevine android.hardware.drm@1.3-service.widevine
gps           3209     1 android.hardware.gnss@2.1-service-qti android.hardware.gnss@2.1-service-qti
system        3210     1 android.hardware.graphics.composer@2.3-service android.hardware.graphics.composer@2.3-service
system        3211     1 android.hardware.health-service.qti android.hardware.health-service.qti
system        3212     1 android.hardware.light-service.lineage android.hardware.light-service.lineage
root          3216     2 [irq/207-arm-smm]           [irq/207-arm-smm]
system        3217     1 android.hardware.neuralnetworks@1.3-service-qti android.hardware.neuralnetworks@1.3-service-qti
system        3220     1 android.hardware.power-service-qti android.hardware.power-service-qti
system        3223     1 android.hardware.sensors-service.multihal android.hardware.sensors-service.multihal
root          3228     1 android.hardware.usb@1.3-service.dual_role_usb android.hardware.usb@1.3-service.dual_role_usb
wifi          3234     1 android.hardware.wifi-service android.hardware.wifi-service
nobody        3237     1 vendor.qti.hardware.memtrack-service vendor.qti.hardware.memtrack-service
system        3239     1 vendor.display.color@1.0-service vendor.display.color@1.0-service
system        3240     1 vendor.lineage.health-service.default vendor.lineage.health-service.default
system        3243     1 vendor.lineage.touch-service.oneplus vendor.lineage.touch-service.oneplus
cameraserver  3248     1 vendor.oneplus.hardware.CameraMDMHIDL@1.0-service vendor.oneplus.hardware.CameraMDMHIDL@1.0-service
cameraserver  3250     1 vendor.oneplus.hardware.camera@1.0-service vendor.oneplus.hardware.camera@1.0-service
root          3251     2 [irq/306-wcd9xxx]           [irq/306-wcd9xxx]
system        3252     1 vendor.oneplus.hardware.param@1.0-service vendor.oneplus.hardware.param@1.0-service
system        3254     1 vendor.qti.esepowermanager@1.1-service vendor.qti.esepowermanager@1.1-service
system        3260     1 vendor.qti.hardware.capabilityconfigstore@1.0-service vendor.qti.hardware.capabilityconfigstore@1.0-service
system        3262     1 vendor.qti.hardware.display.allocator@1.0-service vendor.qti.hardware.display.allocator@1.0-service
root          3265     1 vendor.qti.hardware.iop@2.0-service vendor.qti.hardware.iop@2.0-service
root          3267     1 vendor.qti.hardware.perf@2.2-service vendor.qti.hardware.perf@2.2-service
system        3272     1 vendor.qti.hardware.qccvndhal@1.0-service vendor.qti.hardware.qccvndhal@1.0-service
system        3273     1 vendor.qti.hardware.qteeconnector@1.0-service vendor.qti.hardware.qteeconnector@1.0-service
system        3274     1 vendor.qti.hardware.sensorscalibrate@1.0-service vendor.qti.hardware.sensorscalibrate@1.0-service
system        3275     1 vendor.qti.hardware.soter@1.0-service vendor.qti.hardware.soter@1.0-service
system        3276     1 vendor.qti.hardware.tui_comm@1.0-service-qti vendor.qti.hardware.tui_comm@1.0-service-qti
system        3278     1 vendor.qti.hardware.vibrator.service vendor.qti.hardware.vibrator.service
vendor_qrtr   3291     1 qrtr-ns                     qrtr-ns -f
root          3297     2 [dsps_IPCRTR]               [dsps_IPCRTR]
root          3302     1 dashd                       dashd
system        3303     1 pd-mapper                   pd-mapper
root          3304     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3305     2 [qmi_hndl0000000]           [qmi_hndl0000000]
system        3306     1 pm-service                  pm-service
audioserver   3307     1 audioserver                 audioserver
credstore     3312     1 credstore                   credstore /data/misc/credstore
gpu_service   3315     1 gpuservice                  gpuservice
system        3320     1 surfaceflinger              surfaceflinger
nobody        3321     1 rmt_storage                 rmt_storage
vendor_rfs    3329     1 tftp_server                 tftp_server
root          3330     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3331     2 [adsp]                      [adsp]
root          3332     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3333     2 [modem]                     [modem]
system        3334     1 sensors.qti                 sensors.qti
root          3380     2 [irq/160-arm-smm]           [irq/160-arm-smm]
root          3399     2 [wdsp_glink_wq]             [wdsp_glink_wq]
system        3457     1 pm-proxy                    pm-proxy
system        3458     1 mm-pp-dpps                  mm-pp-dpps
drm           3485     1 drmserver                   drmserver
nobody        3499     1 traced_probes               traced_probes
nobody        3503     1 traced                      traced
root          3505     1 dpmd                        dpmd
system        3508     1 dpmQmiMgr                   dpmQmiMgr
root          3512     1 thermal-engine              thermal-engine
cameraserver  3514     1 cameraserver                cameraserver
incidentd     3516     1 incidentd                   incidentd
root          3517     1 installd                    installd
mediaex       3519     1 media.extractor             media.extractor aextractor
system        3520  3505 dpmd                        dpmd
media         3524     1 media.metrics               media.metrics diametrics
media         3525     1 mediaserver                 mediaserver
root          3529     1 storaged                    storaged
wifi          3530     1 wificond                    wificond
root          3534     1 adb_root                    adb_root
system        3538     1 wfdhdcphalservice           wfdhdcphalservice
mediacodec    3540     1 media.codec                 media.codec hw/android.hardware.media.omx@1.0-service
system        3543     1 cnd                         cnd
system        3545     1 wifidisplayhalservice       wifidisplayhalservice
radio         3568     1 imsqmidaemon                imsqmidaemon
radio         3575     1 netmgrd                     netmgrd
radio         3586     1 port-bridge                 port-bridge
system        3593     1 adsprpcd                    adsprpcd
system        3604     1 cdsprpcd                    cdsprpcd
system        3606     1 wfdvndservice               wfdvndservice
mediacodec    3614     1 media.swcodec               media.swcodec oid.media.swcodec/bin/mediaswcodec
system        3625     1 cnss-daemon                 cnss-daemon -n -l
radio         3636     1 ssgqmigd                    ssgqmigd
gps           3639     1 mlid                        mlid
gps           3650     1 loc_launcher                loc_launcher
system        3663     1 gatekeeperd                 gatekeeperd /data/misc/gatekeeper
root          3664     1 update_engine               update_engine --logtostderr --logtofile --foreground
system        3677     1 android.hardware.biometrics.fingerprint@2.1-service.oneplus android.hardware.biometrics.fingerprint@2.1-service.oneplus
system        3681     1 vendor.lineage.livedisplay-service.oneplus vendor.lineage.livedisplay-service.oneplus
system        3701     1 vendor.lineage.livedisplay-service.oneplus_sdm845 vendor.lineage.livedisplay-service.oneplus_sdm845
gps           3703  3650 lowi-server                 lowi-server
gps           3704  3650 xtra-daemon                 xtra-daemon
system        3711     1 vendor.oneplus.hardware.ifaa@2.0-service vendor.oneplus.hardware.ifaa@2.0-service
radio         3731     1 qcrild                      qcrild
root          3748     1 msm_irqbalance              msm_irqbalance -f /system/vendor/etc/msm_irqbalance.conf
radio         3750     1 qcrild                      qcrild -c 2
radio         3752     1 imsdatadaemon               imsdatadaemon
radio         3754     1 qti                         qti
radio         3762     1 adpl                        adpl
root          3813     2 [mpss_IPCRTR]               [mpss_IPCRTR]
root          3820     2 [qmi_hndl0000000]           [qmi_hndl0000000]
root          3829     2 [qmi_hndl0000001]           [qmi_hndl0000001]
root          3887     2 [qmi_hndl0000001]           [qmi_hndl0000001]
root          3894     2 [qmi_hndl0000001]           [qmi_hndl0000001]
root          4007     2 [qmi_hndl0000001]           [qmi_hndl0000001]
root          4053     2 [kworker/6:0]               [kworker/6:0]
root          4070     1 android.hardware.thermal-service.qti android.hardware.thermal-service.qti
root          4136     2 [ipawq34]                   [ipawq34]
root          4137     2 [iparepwq34]                [iparepwq34]
root          4138     2 [ipawq35]                   [ipawq35]
root          4139     2 [iparepwq35]                [iparepwq35]
root          4337     2 [cds_recovery_wo]           [cds_recovery_wo]
root          4338     2 [wlan_logging_th]           [wlan_logging_th]
root          4588     2 [kworker/4:2]               [kworker/4:2]
radio         4628     1 ims_rtp_daemon              ims_rtp_daemon
root          4674     2 [scheduler_threa]           [scheduler_threa]
root          4675     2 [cds_ol_rx_threa]           [cds_ol_rx_threa]
u0_a122       4725 32752 com.qualcomm.timeservice    com.qualcomm.timeservice
u0_a133       4740 32752 org.lineageos.etar          org.lineageos.etar
root          4769     2 [kworker/7:1]               [kworker/7:1]
root          5012     2 [kworker/3:0H]              [kworker/3:0H]
root          5041     2 [kworker/5:0]               [kworker/5:0]
root          5131     2 [sugov:0]                   [sugov:0]
root          5132     2 [sugov:4]                   [sugov:4]
root          7559     2 [kworker/6:1]               [kworker/6:1]
root          7747     2 [kworker/4:3]               [kworker/4:3]
root          9085     2 [kworker/6:0H]              [kworker/6:0H]
root          9157     2 [kworker/u16:1]             [kworker/u16:1]
root          9525     2 [kworker/6:2H]              [kworker/6:2H]
u0_a97        9718 32752 com.android.documentsui     com.android.documentsui
root         11225     2 [kworker/u17:2]             [kworker/u17:2]
mdnsr        11793     1 mdnsd                       mdnsd
root         11851     2 [kworker/u17:1]             [kworker/u17:1]
root         12151     2 [irq/208-arm-smm]           [irq/208-arm-smm]
root         12152     2 [irq/209-arm-smm]           [irq/209-arm-smm]
root         12305     2 [kworker/u16:9]             [kworker/u16:9]
root         12319     2 [kworker/3:1]               [kworker/3:1]
root         12609     2 [kworker/0:1H]              [kworker/0:1H]
root         12725     2 [kworker/0:1]               [kworker/0:1]
root         12739     2 [kworker/1:0H]              [kworker/1:0H]
root         12807     2 [kworker/2:0]               [kworker/2:0]
root         12989     2 [kworker/1:1]               [kworker/1:1]
root         13063     2 [kworker/u16:7]             [kworker/u16:7]
root         13248     2 [kworker/u17:0]             [kworker/u17:0]
root         13475     2 [kworker/3:2]               [kworker/3:2]
root         13546     2 [kworker/1:2]               [kworker/1:2]
root         13562     2 [kworker/2:2]               [kworker/2:2]
artd         13589     1 artd                        artd
root         13604     2 [kworker/u16:6]             [kworker/u16:6]
u0_a218      13634 32752 com.westlake.host           com.westlake.host
u0_a218      13684 13634 dalvikvm                    dalvikvm -Xbootclasspath:/data/local/tmp/westlake/core-oj.jar:/data/local/tmp/westlake/core-libart.jar:/data/local/tmp/westlake/core-icu4j.jar:/data/local/tmp/westlake/bouncycastle.jar:/data/local/tmp/westlake/aosp-shim.dex -Xnoimage-dex2oat -Xverify:none -Dandroid.icu.impl.ICUBinary.dataPath=/data/local/tmp/westlake/icu:/apex/com.android.i18n/etc/icu -Dwestlake.framework.policy=westlake_only -Dwestlake.backend.mode=target_ohos_backend -Dwestlake.bridge.dir=/data/user/0/com.westlake.host/files/vm/http_bridge -Djava.library.path=/data/local/tmp/westlake/app_lib:/data/local/tmp/westlake:/data/app/~~Gg0G5CtqAB4V4yzAnUxcxw==/com.westlake.host-3z7eVqF571ZZVn3bfdrfTg==/lib/arm64 -Dapp.native.lib.dir=/data/local/tmp/westlake/app_lib -Dwestlake.native.lib.dir=/data/local/tmp/westlake/app_lib -Dwestlake.apk.path=/data/local/tmp/westlake/com_github_ashutoshgngwr_noice.apk -Dwestlake.apk.activity=com.github.ashutoshgngwr.noice.activity.MainActivity -Dwestlake.apk.package=com.github.ashutoshgngwr.noice -Dwestlake.apk.resdir=/data/local/tmp/westlake/com_github_ashutoshgngwr_noice_res -Dwestlake.apk.manifest=/data/local/tmp/westlake/com_github_ashutoshgngwr_noice_res/AndroidManifest.xml -classpath /data/local/tmp/westlake/com_github_ashutoshgngwr_noice_classes.dex:/data/local/tmp/westlake/com_github_ashutoshgngwr_noice.apk com.westlake.engine.WestlakeLauncher --apk-path /data/local/tmp/westlake/com_github_ashutoshgngwr_noice.apk --apk-activity com.github.ashutoshgngwr.noice.activity.MainActivity --apk-package com.github.ashutoshgngwr.noice --apk-resdir /data/local/tmp/westlake/com_github_ashutoshgngwr_noice_res --apk-manifest /data/local/tmp/westlake/com_github_ashutoshgngwr_noice_res/AndroidManifest.xml
root         13692     2 [kworker/0:0]               [kworker/0:0]
root         13917     2 [kworker/3:0]               [kworker/3:0]
root         13963     2 [kworker/u16:8]             [kworker/u16:8]
root         13977     2 [kworker/2:1]               [kworker/2:1]
root         14015     2 [kworker/0:5]               [kworker/0:5]
root         14031     2 [kworker/1:0]               [kworker/1:0]
shell        14110 23361 ps                          ps -A -o USER,PID,PPID,NAME,ARGS
system       14938 32752 com.android.DeviceAsWebcam  com.android.DeviceAsWebcam
root         15356     2 [kworker/5:0H]              [kworker/5:0H]
root         16893     2 [kworker/5:1H]              [kworker/5:1H]
root         16990     2 [kworker/2:2H]              [kworker/2:2H]
root         18667     2 [kworker/7:1H]              [kworker/7:1H]
root         20300     2 [kworker/7:0]               [kworker/7:0]
root         20335     2 [kworker/0:2H]              [kworker/0:2H]
root         20701     2 [kworker/7:2H]              [kworker/7:2H]
root         21268     1 frida-server                frida-server -l 127.0.0.1:27042
root         21272 21268 logcat                      logcat -b crash -B
root         21777     2 [kworker/5:1]               [kworker/5:1]
root         21974     2 [kworker/1:1H]              [kworker/1:1H]
system       22138 32752 com.android.settings        com.android.settings
shell        23361     1 adbd                        adbd --root_seclabel=u:r:su:s0 --tim_seclabel=u:r:adbd_tradeinmode:s0
root         24218     2 [kworker/4:1H]              [kworker/4:1H]
shell        24491 23361 abb                         abb
root         24736     2 [kworker/4:2H]              [kworker/4:2H]
root         24942  3080 iptables-restore            iptables-restore --noflush -w -v
root         24943  3080 ip6tables-restore           ip6tables-restore --noflush -w -v
root         26557     2 [dsi_err_workq]             [dsi_err_workq]
root         27563     2 [kworker/2:0H]              [kworker/2:0H]
root         29752     2 [kworker/0:3]               [kworker/0:3]
root         32739     2 [kworker/0:2]               [kworker/0:2]
root         32752     1 zygote64                    zygote64
